age,marital,balance,loan,contact,deposit
52,married,371,yes,cellular,yes
54,divorced,5475,no,cellular,yes
37,married,203,no,cellular,yes
48,married,50,yes,cellular,yes
28,single,11862,no,cellular,yes
77,married,820,no,telephone,yes
63,single,791,no,cellular,yes
34,single,1279,no,cellular,yes
29,single,455,no,cellular,yes
38,married,536,no,cellular,yes
47,single,1693,no,cellular,yes
63,married,1495,no,cellular,yes
30,single,985,no,cellular,yes
74,married,935,no,cellular,yes
31,single,410,no,cellular,yes
33,married,51,yes,cellular,yes
25,single,679,no,cellular,yes
78,married,1780,no,cellular,yes
26,single,222,no,cellular,yes
47,married,1210,no,cellular,yes
56,divorced,1693,no,cellular,yes
54,married,876,no,cellular,yes
46,married,3308,no,cellular,yes
47,married,0,no,cellular,yes
24,single,822,no,cellular,yes
70,married,0,no,cellular,yes
63,married,3904,no,telephone,yes
22,single,2488,no,cellular,yes
38,married,88,no,cellular,yes
44,married,121,no,cellular,yes
52,married,0,no,cellular,yes
35,married,0,no,cellular,yes
29,single,464,no,cellular,yes
41,single,79,no,telephone,yes
62,married,2557,no,cellular,yes
62,married,272,no,cellular,yes
38,single,2543,no,cellular,yes
36,divorced,1224,no,cellular,yes
34,married,320,no,cellular,yes
60,married,4256,no,cellular,yes
32,single,1168,no,cellular,yes
29,single,703,no,cellular,yes
32,married,136,no,cellular,yes
75,divorced,3810,no,cellular,yes
29,single,765,no,cellular,yes
68,married,1146,no,cellular,yes
25,single,358,no,cellular,yes
36,single,1511,no,cellular,yes
38,married,557,no,cellular,yes
53,married,583,no,cellular,yes
34,single,557,no,cellular,yes
23,single,113,no,cellular,yes
73,married,2850,no,cellular,yes
25,single,505,yes,cellular,yes
51,married,825,no,cellular,yes
72,married,5715,no,cellular,yes
42,married,-215,no,unknown,yes
59,married,2239,no,cellular,yes
32,married,376,no,cellular,yes
36,married,15485,no,cellular,yes
34,married,2918,yes,cellular,yes
28,single,67,no,cellular,yes
54,divorced,1664,no,cellular,yes
27,single,192,no,telephone,yes
42,married,1519,no,cellular,yes
31,single,0,no,cellular,yes
41,married,0,yes,cellular,yes
37,divorced,4708,no,cellular,yes
31,single,3283,no,cellular,yes
33,married,1211,no,cellular,yes
27,single,347,no,cellular,yes
44,married,423,no,cellular,yes
22,single,3982,no,cellular,yes
25,single,2506,no,cellular,yes
30,single,697,no,cellular,yes
46,married,456,yes,cellular,yes
32,single,324,yes,cellular,yes
57,single,5768,no,unknown,yes
41,married,1517,no,cellular,yes
62,married,0,no,cellular,yes
28,married,482,no,cellular,yes
77,married,638,no,cellular,yes
47,married,2524,no,cellular,yes
40,married,4539,no,cellular,yes
41,married,2039,no,cellular,yes
28,single,128,no,cellular,yes
51,married,4787,no,cellular,yes
47,married,1147,no,cellular,yes
37,married,1978,no,cellular,yes
29,married,51,no,cellular,yes
24,single,-122,no,unknown,yes
27,single,294,yes,unknown,yes
23,single,922,no,cellular,yes
32,married,51,yes,cellular,yes
40,married,694,no,cellular,yes
32,married,607,no,unknown,yes
57,married,2155,yes,cellular,yes
28,single,159,no,cellular,yes
35,married,7050,no,cellular,yes
35,married,1055,no,unknown,yes
24,single,8165,no,cellular,yes
36,married,376,no,cellular,yes
66,divorced,3701,no,telephone,yes
45,divorced,644,no,cellular,yes
28,single,3623,no,cellular,yes
45,married,360,no,cellular,yes
31,single,284,no,cellular,yes
45,single,1893,no,unknown,yes
34,married,69,yes,cellular,yes
39,single,1355,no,cellular,yes
24,single,1506,no,cellular,yes
33,single,1393,no,cellular,yes
54,divorced,487,no,unknown,yes
26,single,655,no,cellular,yes
30,single,1788,no,cellular,yes
37,married,0,no,cellular,yes
32,single,41,no,cellular,yes
39,married,215,no,cellular,yes
27,single,1187,no,telephone,yes
54,married,0,no,cellular,yes
54,single,1213,no,cellular,yes
71,married,653,no,telephone,yes
41,divorced,3426,no,cellular,yes
29,married,238,no,cellular,yes
60,married,1690,no,unknown,yes
60,married,0,no,cellular,yes
36,single,27,no,cellular,yes
34,single,681,no,cellular,yes
27,single,18188,no,unknown,yes
34,married,1006,no,cellular,yes
36,married,1352,no,unknown,yes
32,single,2340,no,cellular,yes
55,married,366,no,cellular,yes
34,single,-374,no,cellular,yes
25,single,1231,no,cellular,yes
51,married,1347,yes,cellular,yes
33,married,1778,no,cellular,yes
35,married,2201,no,telephone,yes
55,married,0,no,cellular,yes
61,married,2557,no,cellular,yes
34,married,0,no,cellular,yes
55,married,1320,no,cellular,yes
23,single,0,no,cellular,yes
69,married,0,no,cellular,yes
37,single,22125,yes,cellular,yes
49,married,6188,no,cellular,yes
41,married,1077,yes,telephone,yes
39,single,45248,no,unknown,yes
30,single,3291,no,unknown,yes
32,single,562,no,unknown,yes
61,married,1046,no,cellular,yes
33,single,87,no,cellular,yes
32,single,10281,no,cellular,yes
45,divorced,429,no,cellular,yes
59,married,3648,no,telephone,yes
48,married,863,no,telephone,yes
18,single,3,no,cellular,yes
27,single,2648,no,cellular,yes
32,single,0,no,cellular,yes
50,divorced,0,no,cellular,yes
30,single,655,no,cellular,yes
23,single,854,no,unknown,yes
40,divorced,858,no,cellular,yes
27,single,567,no,cellular,yes
35,single,399,no,cellular,yes
53,divorced,257,no,cellular,yes
59,married,3735,no,cellular,yes
37,married,57,no,cellular,yes
24,single,1235,no,cellular,yes
42,divorced,257,no,cellular,yes
27,single,401,no,cellular,yes
29,single,3290,no,cellular,yes
30,single,297,no,cellular,yes
22,single,33,no,cellular,yes
39,married,1179,no,cellular,yes
35,single,471,no,cellular,yes
61,married,938,no,cellular,yes
33,single,1636,no,cellular,yes
42,divorced,1243,no,cellular,yes
30,single,0,no,cellular,yes
51,divorced,1679,no,cellular,yes
25,single,2022,no,cellular,yes
44,single,2033,no,cellular,yes
34,married,869,no,unknown,yes
28,single,3611,no,cellular,yes
61,divorced,3624,no,cellular,yes
21,single,2488,no,cellular,yes
53,divorced,2228,no,cellular,yes
46,married,4,no,cellular,yes
52,married,2557,no,cellular,yes
56,married,1390,no,cellular,yes
36,single,1228,no,cellular,yes
30,married,1265,yes,unknown,yes
41,divorced,6046,yes,telephone,yes
33,single,816,no,cellular,yes
28,single,0,no,cellular,yes
54,single,118,no,cellular,yes
50,married,1165,no,cellular,yes
58,married,99,no,telephone,yes
33,married,1697,no,cellular,yes
36,single,866,no,cellular,yes
51,married,0,no,cellular,yes
35,single,5301,no,cellular,yes
35,single,7918,no,cellular,yes
34,married,1,no,cellular,yes
45,married,160,no,cellular,yes
24,single,414,no,cellular,yes
45,married,406,no,cellular,yes
42,married,0,no,cellular,yes
30,single,655,no,cellular,yes
60,divorced,514,no,cellular,yes
40,married,11766,no,cellular,yes
25,married,0,yes,cellular,yes
48,married,2892,no,cellular,yes
28,single,762,no,cellular,yes
55,divorced,2037,no,cellular,yes
47,single,255,yes,cellular,yes
32,married,1536,no,cellular,yes
55,divorced,0,no,cellular,yes
27,single,2,yes,cellular,yes
42,married,1435,no,cellular,yes
47,married,1219,no,cellular,yes
36,married,2971,no,cellular,yes
64,married,440,no,cellular,yes
34,married,3301,no,cellular,yes
72,married,2321,no,cellular,yes
27,single,213,no,cellular,yes
54,divorced,0,no,cellular,yes
19,single,108,no,cellular,yes
33,married,920,no,cellular,yes
36,married,1031,no,cellular,yes
26,single,294,no,cellular,yes
42,divorced,527,yes,cellular,yes
24,single,1030,no,cellular,yes
28,single,2503,no,cellular,yes
58,married,1547,no,telephone,yes
59,married,1,no,cellular,yes
46,married,1167,no,cellular,yes
49,married,523,no,cellular,yes
45,divorced,-207,no,cellular,yes
32,single,3283,no,cellular,yes
46,married,1147,no,cellular,yes
29,single,1170,no,cellular,yes
30,single,4642,no,cellular,yes
31,married,2666,no,cellular,yes
31,married,792,no,cellular,yes
33,single,127,no,unknown,yes
49,divorced,0,no,cellular,yes
30,married,0,no,cellular,yes
29,single,121,no,unknown,yes
44,single,618,no,cellular,yes
34,married,2495,no,unknown,yes
62,married,569,no,cellular,yes
58,married,473,no,cellular,yes
60,married,474,no,cellular,yes
62,divorced,0,no,cellular,yes
53,married,1796,no,telephone,yes
32,single,520,no,cellular,yes
39,married,118,no,cellular,yes
58,married,3342,no,cellular,yes
38,single,3239,no,unknown,yes
56,married,23,no,cellular,yes
52,married,40,no,cellular,yes
45,married,226,no,cellular,yes
28,single,939,no,unknown,yes
29,single,-20,yes,cellular,yes
29,married,940,yes,cellular,yes
60,married,5,no,cellular,yes
31,married,0,no,cellular,yes
31,married,447,no,cellular,yes
57,divorced,126,no,telephone,yes
25,single,4718,no,cellular,yes
27,single,843,no,cellular,yes
24,married,656,no,unknown,yes
39,single,91,no,cellular,yes
27,married,0,no,cellular,yes
24,single,2984,no,unknown,yes
56,married,870,no,cellular,yes
33,single,7608,no,cellular,yes
38,married,5115,no,cellular,yes
34,married,247,no,cellular,yes
45,married,154,no,unknown,yes
35,married,1731,no,cellular,yes
52,married,3634,no,cellular,yes
38,divorced,19,no,cellular,yes
23,single,1129,no,unknown,yes
38,divorced,0,no,cellular,yes
36,single,12264,no,cellular,yes
33,married,478,no,cellular,yes
43,single,2081,no,cellular,yes
41,married,965,no,cellular,yes
46,married,332,no,unknown,yes
60,married,1163,no,cellular,yes
40,married,1960,no,unknown,yes
33,divorced,294,no,cellular,yes
35,married,188,yes,unknown,yes
36,married,254,no,cellular,yes
28,single,1377,no,cellular,yes
60,married,523,no,cellular,yes
47,married,600,no,cellular,yes
35,married,387,no,cellular,yes
53,married,849,no,cellular,yes
39,divorced,1317,no,cellular,yes
46,married,273,no,cellular,yes
34,married,0,no,cellular,yes
58,divorced,2538,no,cellular,yes
34,married,133,no,cellular,yes
33,single,146,no,cellular,yes
42,single,11115,no,cellular,yes
32,single,486,no,cellular,yes
47,single,159,no,telephone,yes
35,married,1201,no,unknown,yes
77,married,2590,no,telephone,yes
62,married,800,no,cellular,yes
62,divorced,0,no,cellular,yes
38,married,385,no,telephone,yes
37,married,238,no,cellular,yes
38,married,238,no,cellular,yes
31,married,1812,no,cellular,yes
38,married,413,no,cellular,yes
31,married,152,yes,cellular,yes
34,married,1031,no,unknown,yes
33,single,3143,no,cellular,yes
38,married,613,no,cellular,yes
28,single,168,no,cellular,yes
67,single,2144,no,telephone,yes
31,married,1331,no,cellular,yes
49,married,2611,no,cellular,yes
53,single,925,no,cellular,yes
31,single,985,no,cellular,yes
60,divorced,367,no,cellular,yes
30,single,302,no,cellular,yes
38,married,47,no,cellular,yes
49,married,1946,no,cellular,yes
40,married,2266,no,cellular,yes
34,single,992,no,cellular,yes
35,single,3544,no,cellular,yes
33,single,76,no,unknown,yes
34,single,6013,no,cellular,yes
28,single,19,no,cellular,yes
27,single,232,no,cellular,yes
22,single,993,no,cellular,yes
27,single,535,no,cellular,yes
34,married,127,no,cellular,yes
62,married,1528,no,cellular,yes
36,married,324,yes,cellular,yes
47,divorced,1639,no,cellular,yes
32,married,0,no,cellular,yes
33,married,-370,no,cellular,yes
27,single,11862,no,cellular,yes
35,married,323,no,cellular,yes
47,married,3940,no,cellular,yes
57,divorced,8897,no,cellular,yes
26,single,2002,no,cellular,yes
46,married,668,no,unknown,yes
58,married,2946,no,cellular,yes
43,married,4216,no,cellular,yes
49,married,0,no,cellular,yes
34,married,23076,no,cellular,yes
28,married,7459,no,cellular,yes
33,married,5,no,cellular,yes
25,single,4147,no,cellular,yes
26,single,0,yes,telephone,yes
32,single,131,no,cellular,yes
29,married,231,no,cellular,yes
30,single,720,no,cellular,yes
23,single,598,no,cellular,yes
41,married,1819,no,cellular,yes
66,married,587,no,cellular,yes
62,married,1495,no,cellular,yes
28,single,442,no,cellular,yes
33,married,271,no,cellular,yes
77,married,29340,no,cellular,yes
54,married,1014,yes,cellular,yes
50,married,2366,no,cellular,yes
31,single,26965,no,cellular,yes
45,single,1411,no,cellular,yes
30,single,617,no,cellular,yes
40,divorced,4736,no,cellular,yes
67,married,2540,no,telephone,yes
39,single,403,no,cellular,yes
20,single,423,no,cellular,yes
31,married,131,no,cellular,yes
31,single,4041,no,cellular,yes
33,married,273,no,unknown,yes
45,married,101,no,unknown,yes
45,married,0,yes,telephone,yes
31,single,2544,no,cellular,yes
33,married,1699,no,cellular,yes
41,married,2689,no,cellular,yes
31,married,3160,no,cellular,yes
50,married,388,no,cellular,yes
56,married,393,yes,cellular,yes
28,single,69,no,cellular,yes
35,single,2658,no,cellular,yes
30,single,-366,no,cellular,yes
64,married,466,no,cellular,yes
32,single,64,no,cellular,yes
29,married,580,yes,cellular,yes
29,single,3317,yes,telephone,yes
51,married,955,yes,cellular,yes
40,single,7441,no,cellular,yes
45,married,377,no,unknown,yes
36,single,994,no,cellular,yes
31,married,1766,yes,cellular,yes
43,married,-236,no,cellular,yes
42,married,774,no,cellular,yes
46,married,659,no,telephone,yes
34,married,149,no,cellular,yes
52,married,1405,yes,cellular,yes
47,married,290,no,cellular,yes
40,single,595,no,cellular,yes
26,single,4613,no,cellular,yes
45,married,0,no,cellular,yes
55,divorced,2204,no,cellular,yes
42,married,576,no,cellular,yes
40,single,3840,no,cellular,yes
43,married,1358,no,cellular,yes
26,single,5169,no,cellular,yes
31,married,0,no,unknown,yes
31,single,533,no,cellular,yes
29,single,1788,no,cellular,yes
44,divorced,1070,no,cellular,yes
35,single,80,no,cellular,yes
36,single,3254,no,unknown,yes
30,single,1309,no,cellular,yes
48,married,0,yes,cellular,yes
33,single,1534,no,cellular,yes
36,married,535,no,cellular,yes
46,married,368,no,cellular,yes
35,single,415,no,cellular,yes
46,married,3434,yes,cellular,yes
32,married,35,no,cellular,yes
46,married,2948,no,cellular,yes
54,married,2473,no,cellular,yes
36,married,1133,no,cellular,yes
29,single,306,no,cellular,yes
58,married,-382,no,cellular,yes
35,divorced,1224,no,cellular,yes
30,single,5359,no,cellular,yes
31,married,2166,no,cellular,yes
35,married,925,no,cellular,yes
36,married,495,no,cellular,yes
34,married,2374,no,cellular,yes
28,single,1925,no,cellular,yes
23,single,279,no,cellular,yes
46,married,842,no,telephone,yes
33,single,6748,no,cellular,yes
25,married,-242,yes,cellular,yes
43,married,3917,no,cellular,yes
38,single,1711,no,telephone,yes
62,married,298,no,cellular,yes
33,married,335,no,cellular,yes
53,married,2240,no,cellular,yes
38,married,1478,no,cellular,yes
32,married,390,no,cellular,yes
24,single,1234,no,cellular,yes
26,single,3704,no,cellular,yes
55,married,890,no,cellular,yes
47,married,3663,no,cellular,yes
58,single,119,yes,cellular,yes
30,married,167,no,cellular,yes
39,single,1022,no,unknown,yes
30,single,305,no,cellular,yes
34,divorced,172,no,cellular,yes
34,married,3047,no,cellular,yes
56,married,616,no,cellular,yes
27,single,453,no,cellular,yes
46,single,526,no,cellular,yes
32,married,169,no,telephone,yes
27,single,1347,no,telephone,yes
36,married,378,no,cellular,yes
46,single,2889,no,cellular,yes
46,married,57,no,unknown,yes
49,married,0,no,telephone,yes
39,married,1293,no,cellular,yes
33,single,2085,no,cellular,yes
48,single,315,no,unknown,yes
38,married,1627,no,unknown,yes
60,married,1853,no,cellular,yes
33,single,1429,no,cellular,yes
64,married,3951,no,cellular,yes
22,single,780,no,cellular,yes
34,divorced,674,no,cellular,yes
36,married,218,no,cellular,yes
72,married,763,no,cellular,yes
37,married,4151,yes,cellular,yes
78,divorced,2787,no,telephone,yes
31,married,26,yes,cellular,yes
20,single,153,no,unknown,yes
60,married,362,yes,cellular,yes
36,married,1184,no,cellular,yes
51,married,6840,no,telephone,yes
26,single,3145,no,cellular,yes
48,married,660,no,cellular,yes
49,married,1311,no,cellular,yes
20,single,215,no,cellular,yes
77,married,3324,no,cellular,yes
42,single,0,no,cellular,yes
31,single,747,no,unknown,yes
56,married,448,yes,cellular,yes
32,single,1246,no,cellular,yes
33,married,271,no,cellular,yes
33,single,1271,no,cellular,yes
54,married,962,no,cellular,yes
28,single,3054,no,cellular,yes
41,married,0,no,cellular,yes
51,married,346,no,cellular,yes
43,divorced,3550,no,cellular,yes
36,single,1379,no,cellular,yes
49,married,1093,yes,cellular,yes
47,divorced,295,no,unknown,yes
